(0, 1),(0, 2),(0, 3),(0, 4),(1, 3),(1, 4),(2, 3),(2, 4),(3, 4)
(0, 4),(0, 7),(0, 8),(0, 9),(4, 8),(4, 9),(7, 8),(7, 9),(8, 9)
