(0, 2),(0, 4),(0, 5),(0, 7),(1, 3),(1, 4),(1, 7),(1, 8),(1, 9),(2, 3),(2, 6),(3, 4),(3, 5),(3, 7),(3, 8),(4, 7),(4, 8),(5, 9),(6, 7),(6, 9),(7, 9),(8, 9)
(0, 4),(1, 4),(4, 8),(4, 9),(2, 7),(1, 2),(2, 9),(2, 3),(2, 6),(0, 7),(0, 5),(1, 7),(7, 8),(7, 9),(3, 7),(1, 9),(1, 3),(6, 8),(5, 9),(5, 6),(6, 9),(3, 6)
