(0, 1),(0, 5),(0, 6),(1, 2),(1, 6),(2, 3),(2, 6),(3, 4),(3, 6),(4, 6),(5, 6)
(0, 1),(0, 6),(0, 7),(1, 2),(1, 7),(2, 3),(2, 7),(3, 4),(3, 7),(4, 7),(6, 7)
