(0, 1),(0, 5),(0, 6),(1, 2),(1, 6),(2, 3),(2, 6),(3, 4),(3, 6),(4, 5),(4, 6),(5, 6)
(0, 4),(0, 5),(0, 9),(1, 4),(4, 9),(1, 2),(1, 9),(2, 6),(2, 9),(5, 6),(6, 9),(5, 9)
